id,name,age,Isstudent,major,specialty,personalHistory,isInterview,introduction
1766,장미정,78,0,중어중문학과,총무법무사무,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1767,조현우,67,0,철학과,미디어문화스포츠,10,0,미디어문화스포츠 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1768,박영희,83,0,지리학과,생산,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1769,문지훈,70,0,물리학과,금융보험,10,0,멘티의 성장과 목표 달성을 위해 금융보험에서 함께 노력하겠습니다.
1770,신동엽,79,0,사학과,교육,30,1,편안한 분위기에서 멘티들을 교육 분야로 이끌어드리겠습니다.
1771,최은정,68,0,화학과,디자인,20,1,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
1772,최은정,80,0,전기전자공학,교육,30,0,교육 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1773,조현우,87,0,지리학과,의료,20,0,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
1774,장미정,73,0,행정학과,상품기획MD,30,0,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1775,정다은,77,0,지리학과,생산,10,0,생산 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1776,장미정,81,0,화학과,연구R&D,20,0,20년 이상의 경력을 통해 여러분을 연구R&D 전문가로 성장시켜드리겠습니다.
1777,박영희,67,0,철학과,생산,20,0,멘티의 성장과 목표 달성을 위해 생산에서 함께 노력하겠습니다.
1778,김철수,62,0,물리학과,회계세무재무,20,1,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
1779,최은정,82,0,국어국문학과,인사노무HRD,10,1,10년 이상의 경력을 통해 여러분을 인사노무HRD 전문가로 성장시켜드리겠습니다.
1780,이민수,77,0,건축학과,마케팅홍보조사,30,1,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
1781,박영희,69,0,물리학과,인사노무HRD,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1782,장미정,84,0,사학과,총무법무사무,30,1,총무법무사무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1783,박영희,60,0,정치외교학과,영업판매무역,20,0,멘티의 성장과 목표 달성을 위해 영업판매무역에서 함께 노력하겠습니다.
1784,정다은,77,0,전기전자공학,금융보험,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1785,이민수,64,0,화학공학과,상품기획MD,10,1,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
1786,이민수,74,0,국어국문학과,상품기획MD,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1787,김철수,65,0,기계공학과,디자인,30,1,디자인 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1788,문지훈,61,0,전기전자공학,미디어문화스포츠,30,1,편안한 분위기에서 멘티들을 미디어문화스포츠 분야로 이끌어드리겠습니다.
1789,황지수,63,0,건축학과,교육,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1790,박영희,87,0,지리학과,회계세무재무,10,0,회계세무재무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1791,이민수,84,0,영어영문학과,마케팅홍보조사,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1792,이민수,79,0,지리학과,고객상담TM,20,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1793,장미정,80,0,행정학과,인사노무HRD,20,1,인사노무HRD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1794,문지훈,60,0,컴퓨터공학,고객상담TM,10,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1795,박영희,71,0,미디어커뮤니케이션학과,총무법무사무,20,0,편안한 분위기에서 멘티들을 총무법무사무 분야로 이끌어드리겠습니다.
1796,이민수,78,0,수학과,상품기획MD,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1797,최은정,75,0,국어국문학과,영업판매무역,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1798,최은정,66,0,국어국문학과,상품기획MD,30,0,30년 이상의 경력을 통해 여러분을 상품기획MD 전문가로 성장시켜드리겠습니다.
1799,김철수,84,0,영어영문학과,고객상담TM,20,0,20년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
1800,정다은,85,0,영어영문학과,인사노무HRD,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1801,조현우,79,0,철학과,마케팅홍보조사,20,1,멘티의 성장과 목표 달성을 위해 마케팅홍보조사에서 함께 노력하겠습니다.
1802,조현우,77,0,건축학과,금융보험,10,0,금융보험에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1803,장미정,81,0,정치외교학과,금융보험,30,0,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
1804,황지수,86,0,중어중문학과,의료,30,0,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1805,신동엽,68,0,정치외교학과,공공복지,20,1,멘티의 성장과 목표 달성을 위해 공공복지에서 함께 노력하겠습니다.
1806,최은정,82,0,화학공학과,공공복지,10,1,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1807,최은정,71,0,미디어커뮤니케이션학과,공공복지,10,1,멘티의 성장과 목표 달성을 위해 공공복지에서 함께 노력하겠습니다.
1808,최은정,62,0,화학공학과,교육,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1809,황지수,73,0,경영학과,공공복지,30,1,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1810,황지수,80,0,전기전자공학,총무법무사무,30,0,세심함의 강점을 살려 저의 총무법무사무 노하우를 알려드리겠습니다.
1811,최은정,81,0,경제학과,디자인,10,0,디자인에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1812,장미정,85,0,경영학과,고객상담TM,10,1,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
1813,조현우,77,0,전기전자공학,인사노무HRD,30,0,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
1814,문지훈,78,0,사학과,생산,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1815,박영희,64,0,기계공학과,의료,10,0,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1816,박영희,81,0,수학과,공공복지,20,0,편안한 분위기에서 멘티들을 공공복지 분야로 이끌어드리겠습니다.
1817,김철수,73,0,영어영문학과,회계세무재무,10,1,10년 이상의 경력을 통해 여러분을 회계세무재무 전문가로 성장시켜드리겠습니다.
1818,최은정,86,0,국어국문학과,마케팅홍보조사,20,0,편안한 분위기에서 멘티들을 마케팅홍보조사 분야로 이끌어드리겠습니다.
1819,최은정,87,0,중어중문학과,금융보험,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1820,조현우,65,0,미디어커뮤니케이션학과,교육,20,0,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
1821,최은정,64,0,화학공학과,구매자재물류,30,0,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
1822,정다은,67,0,물리학과,금융보험,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1823,황지수,69,0,정치외교학과,IT개발데이터,10,0,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1824,박영희,62,0,통계학과,영업판매무역,20,0,세심함의 강점을 살려 저의 영업판매무역 노하우를 알려드리겠습니다.
1825,이민수,85,0,행정학과,인사노무HRD,30,1,편안한 분위기에서 멘티들을 인사노무HRD 분야로 이끌어드리겠습니다.
1826,장미정,75,0,철학과,마케팅홍보조사,10,1,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
1827,최은정,81,0,화학공학과,구매자재물류,20,0,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1828,조현우,65,0,행정학과,구매자재물류,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1829,정다은,60,0,화학과,건설건축,20,0,20년 이상의 경력을 통해 여러분을 건설건축 전문가로 성장시켜드리겠습니다.
1830,최은정,65,0,사학과,회계세무재무,20,1,20년 이상의 경력을 통해 여러분을 회계세무재무 전문가로 성장시켜드리겠습니다.
1831,황지수,69,0,사학과,건설건축,30,1,세심함의 강점을 살려 저의 건설건축 노하우를 알려드리겠습니다.
1832,최은정,69,0,경영학과,디자인,30,1,멘티의 성장과 목표 달성을 위해 디자인에서 함께 노력하겠습니다.
1833,이민수,63,0,지리학과,상품기획MD,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1834,조현우,72,0,경제학과,공공복지,20,0,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1835,신동엽,73,0,행정학과,고객상담TM,10,1,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
1836,신동엽,69,0,행정학과,교육,20,1,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
1837,조현우,77,0,기계공학과,의료,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1838,신동엽,61,0,지리학과,생산,20,1,세심함의 강점을 살려 저의 생산 노하우를 알려드리겠습니다.
1839,장미정,81,0,화학공학과,회계세무재무,30,1,회계세무재무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1840,박영희,66,0,미디어커뮤니케이션학과,기획전략,10,1,기획전략 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1841,신동엽,79,0,영어영문학과,서비스,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1842,이민수,86,0,물리학과,인사노무HRD,20,0,편안한 분위기에서 멘티들을 인사노무HRD 분야로 이끌어드리겠습니다.
1843,문지훈,75,0,통계학과,디자인,30,1,디자인 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1844,김철수,72,0,지리학과,구매자재물류,20,1,구매자재물류에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1845,정다은,68,0,미디어커뮤니케이션학과,마케팅홍보조사,20,1,마케팅홍보조사 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1846,황지수,79,0,화학공학과,생산,10,1,편안한 분위기에서 멘티들을 생산 분야로 이끌어드리겠습니다.
1847,정다은,64,0,기계공학과,교육,20,1,편안한 분위기에서 멘티들을 교육 분야로 이끌어드리겠습니다.
1848,정다은,77,0,물리학과,연구R&D,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1849,조현우,75,0,중어중문학과,교육,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1850,김철수,72,0,정치외교학과,고객상담TM,10,1,편안한 분위기에서 멘티들을 고객상담TM 분야로 이끌어드리겠습니다.
1851,황지수,85,0,경제학과,공공복지,10,1,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1852,장미정,67,0,건축학과,인사노무HRD,30,1,멘티의 성장과 목표 달성을 위해 인사노무HRD에서 함께 노력하겠습니다.
1853,조현우,70,0,수학과,마케팅홍보조사,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1854,박영희,69,0,국어국문학과,인사노무HRD,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1855,이민수,80,0,지리학과,마케팅홍보조사,20,1,마케팅홍보조사 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1856,최은정,69,0,전기전자공학,연구R&D,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1857,김철수,84,0,미디어커뮤니케이션학과,디자인,20,0,멘티의 성장과 목표 달성을 위해 디자인에서 함께 노력하겠습니다.
1858,최은정,60,0,철학과,상품기획MD,30,0,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
1859,장미정,70,0,영어영문학과,고객상담TM,30,1,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
1860,조현우,85,0,기계공학과,회계세무재무,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1861,장미정,63,0,사학과,IT개발데이터,30,1,멘티의 성장과 목표 달성을 위해 IT개발데이터에서 함께 노력하겠습니다.
1862,박영희,60,0,통계학과,IT개발데이터,20,1,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1863,박영희,60,0,철학과,영업판매무역,30,1,멘티의 성장과 목표 달성을 위해 영업판매무역에서 함께 노력하겠습니다.
1864,박영희,75,0,건축학과,구매자재물류,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1865,문지훈,69,0,국어국문학과,생산,20,0,생산에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1866,김철수,63,0,미디어커뮤니케이션학과,생산,10,1,멘티의 성장과 목표 달성을 위해 생산에서 함께 노력하겠습니다.
1867,조현우,60,0,미디어커뮤니케이션학과,금융보험,30,0,멘티의 성장과 목표 달성을 위해 금융보험에서 함께 노력하겠습니다.
1868,이민수,78,0,화학공학과,서비스,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1869,정다은,63,0,행정학과,의료,30,1,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
1870,황지수,85,0,경영학과,연구R&D,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1871,최은정,64,0,사학과,상품기획MD,10,1,10년 이상의 경력을 통해 여러분을 상품기획MD 전문가로 성장시켜드리겠습니다.
1872,문지훈,69,0,기계공학과,인사노무HRD,10,1,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
1873,황지수,63,0,영어영문학과,연구R&D,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1874,정다은,62,0,통계학과,회계세무재무,20,1,회계세무재무 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1875,황지수,79,0,전기전자공학,생산,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1876,신동엽,72,0,행정학과,고객상담TM,30,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
1877,김철수,62,0,미디어커뮤니케이션학과,영업판매무역,20,1,멘티의 성장과 목표 달성을 위해 영업판매무역에서 함께 노력하겠습니다.
1878,이민수,87,0,철학과,금융보험,20,0,금융보험 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1879,장미정,83,0,경영학과,의료,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1880,장미정,78,0,경제학과,인사노무HRD,10,1,인사노무HRD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1881,문지훈,76,0,행정학과,생산,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1882,황지수,65,0,화학과,미디어문화스포츠,20,1,미디어문화스포츠에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1883,문지훈,81,0,국어국문학과,총무법무사무,10,0,10년 이상의 경력을 통해 여러분을 총무법무사무 전문가로 성장시켜드리겠습니다.
1884,조현우,73,0,전기전자공학,IT개발데이터,10,1,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
1885,이민수,81,0,기계공학과,총무법무사무,20,0,총무법무사무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1886,박영희,64,0,정치외교학과,마케팅홍보조사,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1887,박영희,67,0,지리학과,의료,30,1,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
1888,문지훈,70,0,컴퓨터공학,인사노무HRD,20,1,세심함의 강점을 살려 저의 인사노무HRD 노하우를 알려드리겠습니다.
1889,최은정,77,0,행정학과,마케팅홍보조사,10,1,10년 이상의 경력을 통해 여러분을 마케팅홍보조사 전문가로 성장시켜드리겠습니다.
1890,문지훈,69,0,컴퓨터공학,회계세무재무,10,0,회계세무재무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1891,이민수,66,0,중어중문학과,구매자재물류,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1892,김철수,85,0,철학과,의료,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1893,조현우,79,0,통계학과,의료,20,1,20년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
1894,조현우,64,0,미디어커뮤니케이션학과,영업판매무역,30,0,멘티의 성장과 목표 달성을 위해 영업판매무역에서 함께 노력하겠습니다.
1895,이민수,73,0,화학공학과,IT개발데이터,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1896,정다은,80,0,화학공학과,인사노무HRD,30,1,인사노무HRD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1897,이민수,65,0,중어중문학과,생산,20,0,20년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
1898,최은정,85,0,건축학과,마케팅홍보조사,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1899,신동엽,65,0,전기전자공학,디자인,10,1,10년 이상의 경력을 통해 여러분을 디자인 전문가로 성장시켜드리겠습니다.
1900,조현우,86,0,수학과,구매자재물류,20,1,편안한 분위기에서 멘티들을 구매자재물류 분야로 이끌어드리겠습니다.
1901,장미정,81,0,통계학과,교육,10,1,멘티의 성장과 목표 달성을 위해 교육에서 함께 노력하겠습니다.
1902,김철수,87,0,경영학과,디자인,30,0,30년 이상의 경력을 통해 여러분을 디자인 전문가로 성장시켜드리겠습니다.
1903,이민수,71,0,화학과,운전운송배송,20,1,멘티의 성장과 목표 달성을 위해 운전운송배송에서 함께 노력하겠습니다.
1904,이민수,77,0,건축학과,연구R&D,10,1,연구R&D에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1905,황지수,77,0,경영학과,공공복지,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1906,신동엽,85,0,지리학과,금융보험,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1907,문지훈,68,0,건축학과,디자인,30,0,멘티의 성장과 목표 달성을 위해 디자인에서 함께 노력하겠습니다.
1908,문지훈,86,0,미디어커뮤니케이션학과,고객상담TM,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1909,최은정,84,0,컴퓨터공학,미디어문화스포츠,10,1,미디어문화스포츠 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1910,조현우,61,0,화학과,회계세무재무,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1911,문지훈,77,0,지리학과,운전운송배송,10,1,10년 이상의 경력을 통해 여러분을 운전운송배송 전문가로 성장시켜드리겠습니다.
1912,장미정,86,0,기계공학과,미디어문화스포츠,10,1,10년 이상의 경력을 통해 여러분을 미디어문화스포츠 전문가로 성장시켜드리겠습니다.
1913,신동엽,75,0,정치외교학과,생산,30,0,30년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
1914,박영희,60,0,수학과,구매자재물류,10,0,편안한 분위기에서 멘티들을 구매자재물류 분야로 이끌어드리겠습니다.
1915,박영희,69,0,지리학과,영업판매무역,20,1,세심함의 강점을 살려 저의 영업판매무역 노하우를 알려드리겠습니다.
1916,장미정,78,0,기계공학과,기획전략,20,1,기획전략에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1917,신동엽,62,0,철학과,상품기획MD,30,0,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1918,신동엽,61,0,경영학과,마케팅홍보조사,10,1,편안한 분위기에서 멘티들을 마케팅홍보조사 분야로 이끌어드리겠습니다.
1919,최은정,81,0,기계공학과,고객상담TM,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1920,조현우,77,0,철학과,운전운송배송,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1921,장미정,81,0,중어중문학과,구매자재물류,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1922,박영희,84,0,경영학과,마케팅홍보조사,30,1,30년 이상의 경력을 통해 여러분을 마케팅홍보조사 전문가로 성장시켜드리겠습니다.
1923,장미정,74,0,전기전자공학,상품기획MD,20,0,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
1924,이민수,84,0,컴퓨터공학,상품기획MD,20,1,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
1925,정다은,84,0,물리학과,상품기획MD,10,0,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
1926,장미정,86,0,경영학과,인사노무HRD,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1927,정다은,70,0,화학공학과,서비스,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1928,황지수,83,0,경영학과,기획전략,20,0,멘티의 성장과 목표 달성을 위해 기획전략에서 함께 노력하겠습니다.
1929,조현우,75,0,건축학과,총무법무사무,10,0,멘티의 성장과 목표 달성을 위해 총무법무사무에서 함께 노력하겠습니다.
1930,조현우,74,0,물리학과,회계세무재무,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1931,이민수,77,0,정치외교학과,의료,30,0,세심함의 강점을 살려 저의 의료 노하우를 알려드리겠습니다.
1932,정다은,85,0,전기전자공학,금융보험,10,1,금융보험에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1933,황지수,84,0,철학과,디자인,30,0,30년 이상의 경력을 통해 여러분을 디자인 전문가로 성장시켜드리겠습니다.
1934,김철수,87,0,물리학과,고객상담TM,20,1,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1935,정다은,83,0,수학과,연구R&D,10,1,멘티의 성장과 목표 달성을 위해 연구R&D에서 함께 노력하겠습니다.
1936,황지수,77,0,국어국문학과,연구R&D,20,0,연구R&D에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1937,최은정,72,0,철학과,고객상담TM,20,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1938,정다은,84,0,화학과,의료,20,0,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1939,문지훈,79,0,정치외교학과,상품기획MD,10,1,10년 이상의 경력을 통해 여러분을 상품기획MD 전문가로 성장시켜드리겠습니다.
1940,황지수,64,0,전기전자공학,미디어문화스포츠,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1941,최은정,79,0,컴퓨터공학,영업판매무역,10,0,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1942,이민수,79,0,기계공학과,마케팅홍보조사,30,1,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
1943,김철수,67,0,경영학과,디자인,20,0,디자인에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1944,정다은,76,0,통계학과,의료,10,1,의료에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1945,정다은,68,0,화학과,총무법무사무,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1946,이민수,67,0,행정학과,생산,30,0,세심함의 강점을 살려 저의 생산 노하우를 알려드리겠습니다.
1947,황지수,65,0,중어중문학과,운전운송배송,30,0,운전운송배송에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1948,장미정,83,0,사학과,기획전략,10,0,세심함의 강점을 살려 저의 기획전략 노하우를 알려드리겠습니다.
1949,최은정,78,0,물리학과,의료,10,0,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
1950,최은정,74,0,사학과,회계세무재무,20,0,편안한 분위기에서 멘티들을 회계세무재무 분야로 이끌어드리겠습니다.
1951,박영희,79,0,경영학과,기획전략,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
1952,조현우,78,0,철학과,구매자재물류,10,0,구매자재물류에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1953,장미정,80,0,기계공학과,건설건축,10,0,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
1954,문지훈,74,0,전기전자공학,운전운송배송,30,0,멘티의 성장과 목표 달성을 위해 운전운송배송에서 함께 노력하겠습니다.
1955,황지수,86,0,철학과,고객상담TM,20,1,멘티의 성장과 목표 달성을 위해 고객상담TM에서 함께 노력하겠습니다.
1956,최은정,71,0,수학과,상품기획MD,10,0,10년 이상의 경력을 통해 여러분을 상품기획MD 전문가로 성장시켜드리겠습니다.
1957,신동엽,77,0,기계공학과,운전운송배송,30,0,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
1958,신동엽,66,0,미디어커뮤니케이션학과,연구R&D,10,0,멘티의 성장과 목표 달성을 위해 연구R&D에서 함께 노력하겠습니다.
1959,장미정,62,0,사학과,교육,30,0,세심함의 강점을 살려 저의 교육 노하우를 알려드리겠습니다.
1960,최은정,66,0,수학과,인사노무HRD,20,0,인사노무HRD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1961,김철수,61,0,건축학과,디자인,30,0,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
1962,조현우,62,0,기계공학과,고객상담TM,20,1,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
1963,조현우,65,0,경제학과,의료,10,0,편안한 분위기에서 멘티들을 의료 분야로 이끌어드리겠습니다.
1964,신동엽,60,0,건축학과,서비스,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1965,황지수,63,0,물리학과,구매자재물류,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
1966,황지수,74,0,미디어커뮤니케이션학과,IT개발데이터,10,1,10년 이상의 경력을 통해 여러분을 IT개발데이터 전문가로 성장시켜드리겠습니다.
1967,문지훈,67,0,철학과,회계세무재무,20,0,20년 이상의 경력을 통해 여러분을 회계세무재무 전문가로 성장시켜드리겠습니다.
1968,박영희,66,0,물리학과,기획전략,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
